symbol,company_name,market_cap,pe,forward_pe,eps,sector,industry,revenue_growth,earnings_growth
TARIL.NS,TRANS & RECTI. LTD,99805134848.0,37.7412,26.814516,8.81,,,,
STAR.NS,Strides Pharma Science Limited,99076448256.0,17.82587,11.267296,60.3,,,,
VARROC.NS,Varroc Engineering Limited,99044524032.0,44.06526,19.461304,14.71,,,,
PVRINOX.NS,PVR INOX Limited,98126307328.0,55.544746,16.884628,17.99,,,,
WHIRLPOOL.NS,Whirlpool of India Limited,97957117952.0,33.339092,20.666203,23.15,,,,
HCG.NS,HealthCare Global Enterprises Limited,97919852544.0,669.2347,45.79248,0.98,,,,
SUDEEPPHRM.NS,SUDEEP PHARMA LIMITED,97446428672.0,55.55377,44.586563,15.53,,,,
SWANCORP.NS,Swan Corp Limited,97344036864.0,35.860275,,8.66,,,,
SHREEJISPG.NS,SHREEJI SHIPPING GLOBAL L,97148157952.0,60.97137,,9.78,,,,
MANYAVAR.NS,Vedant Fashions Limited,96996524032.0,25.838188,21.870378,15.45,,,,
BLS.NS,BLS International Services Limited,96995786752.0,14.164664,10.9627905,16.64,,,,
LUMAXTECH.NS,Lumax Auto Technologies Limited,96756678656.0,34.726025,22.24381,40.88,,,,
VOLTAMP.NS,Voltamp Transformers Limited,96335216640.0,31.54547,24.480846,301.85,,,,
SKYGOLD.NS,Sky Gold and Diamonds Limited,96223141888.0,34.363937,20.299496,18.08,,,,
MEDPLUS.NS,MedPlus Health Services Limited,96200728576.0,43.847836,31.361214,18.27,,,,
TEJASNET.NS,Tejas Networks Limited,95717130240.0,,,-51.36,,,,
RAILTEL.NS,RailTel Corporation of India Limited,95639642112.0,30.131445,19.933111,9.89,,,,
MMTC.NS,MMTC Limited,95279996928.0,24.620155,,2.58,,,,
SANDUMA.NS,The Sandur Manganese & Iron Ores Limited,95227928576.0,14.489644,,13.52,,,,
ASKAUTOLTD.NS,ASK AUTOMOTIVE LIMITED,95042445312.0,31.94831,23.585447,15.09,,,,
SAREGAMA.NS,Saregama India Limited,94991155200.0,46.07542,32.374878,10.74,,,,
PARAS.NS,Paras Defence and Space Technologies Limited,94794874880.0,107.52286,70.86145,10.94,,,,
VESUVIUS.NS,Vesuvius India Limited,94559436800.0,36.228615,23.892307,12.86,,,,
CYIENT.NS,Cyient Limited,94347804672.0,22.173464,11.821282,38.51,,,,
BANCOINDIA.NS,Banco Products (India) Limited,94347395072.0,20.490835,,32.19,,,,
PGIL.NS,Pearl Global Industries Limited,94275641344.0,33.897377,21.1863,60.22,,,,
PCJEWELLER.NS,PC Jeweller Limited,94192181248.0,11.686747,0.47317073,0.83,,,,
WEWORK.NS,WEWORK INDIA MANAGEMENT L,93957267456.0,111.13935,38.55494,6.1,,,,
ALKYLAMINE.NS,Alkyl Amines Chemicals Limited,93438951424.0,52.078106,41.301437,35.08,,,,
TTKPRESTIG.NS,TTK Prestige Limited,92099534848.0,57.478634,34.957767,11.7,,,,
SUVEN.NS,Suven Life Sciences Limited,92087181312.0,,16.842377,-12.12,,,,
BLUESTONE.NS,BLUESTONE JEWEL LFSTL LTD,91296284672.0,554.6759,86.40148,1.08,,,,
BATAINDIA.NS,Bata India Limited,89120997376.0,66.22732,32.54527,10.47,,,,
EQUITASBNK.NS,Equitas Small Finance Bank Limited,88903622656.0,86.35556,8.846082,0.9,,,,
INDIASHLTR.NS,India Shelter Finance Corporation Limited,88754552832.0,18.147118,11.581676,44.93,,,,
EUREKAFORB.NS,Eureka Forbes Limited,88664825856.0,54.94005,29.421339,8.34,,,,
LEMONTREE.NS,Lemon Tree Hotels Limited,88663179264.0,39.01394,22.16521,2.87,,,,
GENUSPOWER.NS,Genus Power Infrastructures Limited,87695630336.0,14.877992,12.433332,21.31,,,,
IXIGO.NS,LE TRAVENUES TECHNOLOGY L,87694344192.0,116.226746,47.14859,1.72,,,,
JAYNECOIND.NS,Jayaswal Neco Industries Limited,87661723648.0,18.926624,,4.77,,,,
NCC.NS,NCC Limited,87647387648.0,12.973978,9.270617,10.76,,,,
EMBDL.NS,Embassy Developments Limited,87627710464.0,,,-6.43,,,,
RELIGARE.NS,Religare Enterprises Limited,87458201600.0,98.95753,,2.59,,,,
ESABINDIA.NS,ESAB India Limited,87016742912.0,42.017246,,134.54,,,,
GRINFRA.NS,G R Infraprojects Limited,86286204928.0,9.559927,9.051462,93.28,,,,
TIPSMUSIC.NS,Tips Music Limited,85519335424.0,39.376102,28.712448,16.99,,,,
SONATSOFTW.NS,Sonata Software Limited,85100462080.0,18.377169,13.664445,16.73,,,,
BORORENEW.NS,Borosil Renewables Limited,84995039232.0,21.415161,,28.23,,,,
WELENT.NS,Welspun Enterprises Limited,84934926336.0,23.86814,17.019022,26.24,,,,
RHIM.NS,RHI Magnesita India Limited,84459085824.0,,22.268599,-18.53,,,,
E2E.NS,E2E Networks Limited,83172835328.0,,,-0.77,,,,
SFL.NS,Sheela Foam Limited,83114639360.0,52.094456,26.98936,14.61,,,,
STARCEMENT.NS,Star Cement Limited,83038863360.0,21.09343,18.074776,9.74,,,,
THYROCARE.NS,Thyrocare Technologies Limited,82859573248.0,51.039215,34.986557,10.2,,,,
SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,82604802048.0,370.5893,17.212885,2.8,,,,
KRBL.NS,KRBL Limited,82057027584.0,12.658898,9.56,28.32,,,,
AVL.NS,Aditya Vision Limited,81912258560.0,69.933846,40.000908,9.07,,,,
YATHARTH.NS,Yatharth Hospital & Trauma Care Services Limited,81323081728.0,46.297314,25.849922,18.23,,,,
SHARDACROP.NS,Sharda Cropchem Limited,81117249536.0,11.919661,10.927321,75.43,,,,
KPIGREEN.NS,KPI Green Energy Limited,80966443008.0,17.038269,,24.04,,,,
POWERMECH.NS,Power Mech Projects Limited,80770138112.0,22.172365,13.965197,115.22,,,,
V2RETAIL.NS,V2 Retail Limited,80632299520.0,48.281662,2.512841,4.58,,,,
CELLO.NS,Cello World Limited,80589905920.0,24.819729,18.322662,14.7,,,,
BSOFT.NS,Birlasoft Limited,80532897792.0,15.578691,11.685598,18.49,,,,
SAFARI.NS,Safari Industries (India) Limited,80377200640.0,47.841934,31.584522,34.29,,,,
PNGJL.NS,P N GADGIL JEWELLERS LTD,80305405952.0,19.607355,17.102602,30.18,,,,
ORKLAINDIA.NS,ORKLA INDIA LIMITED,80282533888.0,28.175482,22.00973,20.8,,,,
SGMART.NS,SG Mart Limited,80139476992.0,71.44382,31.634327,8.9,,,,
MAHLIFE.NS,Mahindra Lifespace Developers Limited,79683502080.0,25.582191,22.74665,14.6,,,,
CLEAN.NS,Clean Science and Technology Limited,79116713984.0,34.478928,22.804375,21.59,,,,
TTML.NS,Tata Teleservices (Maharashtra) Limited,78744485888.0,,,-1.1,,,,
SANOFI.NS,Sanofi India Limited,78631149568.0,25.380611,18.745607,134.52,,,,
BIRLACORPN.NS,Birla Corporation Limited,78171979776.0,14.025284,12.018705,72.38,,,,
CERA.NS,Cera Sanitaryware Limited,77975920640.0,38.168278,25.491463,158.43,,,,
MAHSEAMLES.NS,Maharashtra Seamless Limited,77779861504.0,11.0857525,,52.36,,,,
INDIAGLYCO.NS,India Glycols Limited,77704134656.0,25.251581,,45.91,,,,
KIRLFER.NS,Kirloskar Ferrous Industries Limited,77694910464.0,15.338761,11.485366,30.7,,,,
NEWGEN.NS,Newgen Software Technologies Limited,77291888640.0,24.686653,18.411818,22.18,,,,
TANLA.NS,Tanla Platforms Limited,77262069760.0,15.290348,13.06257,38.23,,,,
ICIL.NS,Indo Count Industries Limited,77102546944.0,61.018806,17.210432,6.38,,,,
NESCO.NS,Nesco Limited,77083197440.0,18.691269,16.041056,58.53,,,,
KWIL.NS,KWALITY WALL'S (INDIA) L,76949118976.0,,,,,,,
EPL.NS,EPL Limited,76717694976.0,19.762377,13.686857,12.12,,,,
MIDHANI.NS,Mishra Dhatu Nigam Limited,76434718720.0,58.11966,33.58025,7.02,,,,
SPARC.NS,Sun Pharma Advanced Research Company Limited,76327477248.0,4.9143333,4.245487,47.86,,,,
GMRP&UI.NS,GMR Power And Urban Infra Limited,75922710528.0,12.415071,8.238135,7.83,,,,
PRICOLLTD.NS,Pricol Limited,74993680384.0,29.941607,20.647652,20.55,,,,
GARFIBRES.NS,Garware Technical Fibres Limited,74749804544.0,38.313313,26.85965,19.98,,,,
INOXGREEN.NS,Inox Green Energy Services Limited,74677518336.0,67.63636,,2.75,,,,
BALAMINES.NS,Balaji Amines Limited,74169131008.0,44.448547,24.95068,51.5,,,,
REDTAPE.NS,REDTAPE Limited,74098327552.0,30.743116,,4.36,,,,
GNFC.NS,Gujarat Narmada Valley Fertilizers & Chemicals Limited,73867083776.0,9.148316,8.018824,54.95,,,,
ELANTAS.NS,ELANTAS Beck India Limited,73568886784.0,50.50615,,183.74,,,,
JYOTHYLAB.NS,Jyothy Labs Limited,73553068032.0,22.083794,18.560612,9.07,,,,
IMFA.NS,Indian Metals and Ferro Alloys Limited,73447727104.0,17.30173,9.06325,78.68,,,,
GPPL.NS,Gujarat Pipavav Port Limited,73133899776.0,14.185741,13.092641,10.66,,,,
SKFINDIA.NS,SKF India Limited,72772681728.0,27.39624,26.514559,53.73,,,,
POWERICA.NS,POWERICA LIMITED,72469938176.0,43.4814,,13.17,,,,
CAMPUS.NS,Campus Activewear Limited,72125120512.0,48.059067,33.496674,4.91,,,,
PICCADIL.NS,Piccadily Agro Industries Limited,71911317504.0,51.268448,,14.23,,,,
TCI.NS,Transport Corporation of India Limited,71518265344.0,15.673513,13.412824,59.39,,,,
WESTLIFE.NS,Westlife Foodworld Limited,71259553792.0,221.78745,89.27998,2.07,,,,
ETHOSLTD.NS,Ethos Limited,71258415104.0,73.52567,41.320408,36.22,,,,
JKLAKSHMI.NS,JK Lakshmi Cement Limited,71029235712.0,17.243822,11.352182,33.18,,,,
RCF.NS,Rashtriya Chemicals and Fertilizers Limited,70522298368.0,16.494194,17.274324,7.75,,,,
ABFRL.NS,Aditya Birla Fashion and Retail Limited,70390562816.0,,-11.476671,-6.38,,,,
JSLL.NS,JEENA SIKHO LIFECARE LTD,70310707200.0,31.742426,14.8464575,17.82,,,,
DYNAMATECH.NS,Dynamatic Technologies Limited,70012985344.0,217.39774,54.952023,47.42,,,,
OMNI.NS,OMNITECH ENGINEERING LTD,69945499648.0,75.716194,,7.47,,,,
VIKRAMSOLR.NS,VIKRAM SOLAR LIMITED,69651759104.0,14.123439,8.45815,13.61,,,,
SJS.NS,S.J.S. Enterprises Limited,69620809728.0,40.981537,27.336477,53.08,,,,
RAIN.NS,Rain Industries Limited,69546196992.0,23.102795,-136.0329,8.95,,,,
BAJAJCON.NS,Bajaj Consumer Care Limited,68659523584.0,31.251488,23.217758,16.82,,,,
GANESHHOU.NS,Ganesh Housing Limited,68602556416.0,21.689955,,37.93,,,,
LOTUSDEV.NS,SRI LOTUS DEVLPRS N RTY L,68396883968.0,27.767857,13.202829,5.04,,,,
FDC.NS,FDC Limited,68396515328.0,24.269209,18.030045,17.31,,,,
GALAXYSURF.NS,Galaxy Surfactants Limited,68292939776.0,25.576948,19.194818,75.31,,,,
KINGFA.NS,Kingfa Science & Technology (India) Limited,68265082880.0,34.96564,,144.07,,,,
AJAXENGG.NS,AJAX ENGINEERING LIMITED,68037726208.0,30.388351,20.550621,19.57,,,,
ACI.NS,Archean Chemical Industries Limited,67951501312.0,63.703705,16.368774,8.64,,,,
HNDFDS.NS,Hindustan Foods Limited,67657256960.0,45.251217,25.972094,12.34,,,,
SHAKTIPUMP.NS,Shakti Pumps (India) Limited,67455500288.0,26.043356,20.864504,20.99,,,,
TRANSRAILL.NS,TRANSRAIL LIGHTING LTD,67302547456.0,16.77711,13.15748,29.88,,,,
SUPRAJIT.NS,Suprajit Engineering Limited,67224735744.0,36.901356,20.222149,13.28,,,,
JKPAPER.NS,JK Paper Limited,67006349312.0,25.190865,6.028548,14.67,,,,
MAXESTATES.NS,MAX ESTATES LIMITED,66991443968.0,418.06122,15.08098,0.98,,,,
GAEL.NS,Gujarat Ambuja Exports Limited,66920046592.0,22.039274,12.260504,6.62,,,,
SUPRIYA.NS,Supriya Lifescience Limited,66696097792.0,31.848577,20.82161,26.02,,,,
DBL.NS,Dilip Buildcon Limited,66342469632.0,4.7438726,14.52347,86.09,,,,
PRECWIRE.NS,Precision Wires India Limited,66112499712.0,42.199535,23.483767,8.57,,,,
ASHAPURMIN.NS,Ashapura Minechem Limited,65879572480.0,16.420238,,42.0,,,,
ISGEC.NS,Isgec Heavy Engineering Limited,65875091456.0,60.6157,,14.78,,,,
AXISCADES.NS,AXISCADES Technologies Limited,65837969408.0,91.76051,,16.87,,,,
KOVAI.NS,Kovai Medical Center and Hospital Limited,65500381184.0,26.809387,,223.28,,,,
DODLA.NS,Dodla Dairy Limited,65377243136.0,24.512552,19.265778,44.21,,,,
UNIMECH.NS,UNIMECH AEROSPACE N MFG L,65297084416.0,103.11898,43.26476,12.44,,,,
PAISALO.NS,Paisalo Digital Limited,65258192896.0,27.385498,19.287634,2.62,,,,
JUSTDIAL.NS,Just Dial Limited,65258119168.0,12.952396,11.014485,59.24,,,,
STYL.NS,SESHAASAI TECHNOLOGIES L,64714240000.0,25.9035,20.30203,15.44,,,,
SENORES.NS,SENORES PHARMACEUTICALS L,64709894144.0,53.183193,30.983463,26.42,,,,
MAPMYINDIA.NS,C. E. Info Systems Limited,64237457408.0,47.840538,29.13927,24.52,,,,
AARTIPHARM.NS,Aarti Pharmalabs Limited,64192245760.0,36.77403,27.760786,19.25,,,,
NEPHROPLUS.NS,NEPHROCARE HEALTH SERV L,63925366784.0,78.77324,31.17705,8.07,,,,
ITDC.NS,India Tourism Development Corporation Limited,63808147456.0,76.933815,,9.67,,,,
PRAJIND.NS,Praj Industries Limited,63773954048.0,271.05472,29.717373,1.28,,,,
GREENLAM.NS,Greenlam Industries Limited,63621079040.0,113.858444,25.72828,2.19,,,,
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,63417696256.0,9.422735,8.792817,16.89,,,,
PNCINFRA.NS,PNC Infratech Limited,62921363456.0,7.5653925,11.642562,32.42,,,,
LATENTVIEW.NS,Latent View Analytics Limited,62874157056.0,31.750263,22.77736,9.57,,,,
CSBBANK.NS,CSB Bank Limited,62494859264.0,10.099973,5.9495,36.51,,,,
GOKULAGRO.NS,Gokul Agro Resources Limited,62481661952.0,16.92566,,12.51,,,,
ARVINDFASN.NS,Arvind Fashions Limited,62289907712.0,50.492958,24.4554,9.23,,,,
SUNFLAG.NS,Sunflag Iron and Steel Company Limited,62112632832.0,30.662811,,11.24,,,,
EBGNG.NS,GNG ELECTRONICS LIMITED,61908254720.0,357.23685,24.514673,1.52,,,,
KENNAMET.NS,Kennametal India Limited,61495115776.0,44.440914,38.434063,62.96,,,,
SIS.NS,SIS Limited,61270999040.0,44.83971,12.09484,9.67,,,,
DCBBANK.NS,DCB Bank Limited,61172166656.0,8.326611,5.586998,22.81,,,,
ALOKINDS.NS,Alok Industries Limited,61171761152.0,,,-1.43,,,,
SKIPPER.NS,Skipper Limited,60832690176.0,28.568398,17.607843,18.86,,,,
GOKEX.NS,Gokaldas Exports Limited,60655910912.0,63.28746,20.36766,13.08,,,,
RPEL.NS,Raghav Productivity Enhancers Limited,60332261376.0,96.17863,,13.66,,,,
FIEMIND.NS,Fiem Industries Limited,59803529216.0,23.419914,17.15731,97.02,,,,
TVSSCS.NS,TVS Supply Chain Solutions Limited,59797536768.0,52.332047,26.57647,2.59,,,,
CORDELIA.NS,WATERWAYS LEISURE TOUR L,59772555264.0,114.99304,,7.18,,,,
SENCO.NS,Senco Gold Limited,59727380480.0,10.394924,14.73922,35.07,,,,
MBAPL.NS,Madhya Bharat Agro Products Limited,59673944064.0,39.708454,,3.43,,,,
NEOGEN.NS,Neogen Chemicals Limited,59571572736.0,199.96324,42.217342,10.88,,,,
CEIGALL.NS,CEIGALL INDIA LIMITED,59473539072.0,19.266367,14.264626,17.72,,,,
FEDFINA.NS,Fedbank Financial Services Limited,59468775424.0,15.6564665,9.910952,10.13,,,,
CCAVENUE.NS,AvenuesAI Limited,59386191872.0,18.344086,13.123077,0.93,,,,
VMART.NS,V-Mart Retail Limited,59358720000.0,48.079895,30.254267,15.52,,,,
SAATVIKGL.NS,Saatvik Green Energy Limited,59281776640.0,15.672043,7.191982,29.76,,,,
KMEW.NS,Knowledge Marine & Engineering Works Limited,59160539136.0,69.930214,24.049,34.39,,,,
SMLMAH.NS,SML MAHINDRA LIMITED,59119566848.0,37.03717,,110.3,,,,
RESPONIND.NS,Responsive Industries Limited,58813845504.0,39.67626,,5.56,,,,
HCC.NS,Hindustan Construction Company Limited,58597502976.0,29.826668,32.89706,0.75,,,,
KSHINTL.NS,KSH INTERNATIONAL LIMITED,58591739904.0,47.176758,27.365505,18.33,,,,
SAPPHIRE.NS,Sapphire Foods India Limited,58585694208.0,,81.74884,-0.98,,,,
GREAVESCOT.NS,Greaves Cotton Limited,58112069632.0,54.586433,28.673565,4.57,,,,
BECTORFOOD.NS,Mrs. Bectors Food Specialities Limited,57907638272.0,41.185593,27.052532,4.58,,,,
TIIL.NS,Technocraft Industries (India) Limited,57550364672.0,20.16124,13.727962,125.9,,,,
AHLUCONT.NS,Ahluwalia Contracts (India) Limited,57157136384.0,21.503277,14.579239,39.68,,,,
HAPPSTMNDS.NS,Happiest Minds Technologies Limited,57046941696.0,26.887394,17.415138,14.12,,,,
MASFIN.NS,MAS Financial Services Limited,56940068864.0,15.337243,9.6851845,20.46,,,,
KALPATARU.NS,KALPATARU LIMITED,56196136960.0,57.45263,41.348484,4.75,,,,
NIRLON.NS,Nirlon Limited,56017371136.0,16.183285,,38.41,,,,
PRSMJOHNSN.NS,Prism Johnson Limited,55293718528.0,49.70588,44.836735,2.21,,,,
STYLAMIND.NS,Stylam Industries Limited,55122673664.0,36.765068,24.446447,88.41,,,,
INNOVACAP.NS,Innova Captab Limited,55090438144.0,39.054768,21.440979,24.65,,,,
MASTEK.NS,Mastek Limited,54954868736.0,13.67958,11.342826,129.58,,,,
MOIL.NS,MOIL Limited,54890135552.0,20.52892,9.809091,13.14,,,,
CENTUM.NS,Centum Electronics Limited,54709682176.0,54.347633,39.35737,68.29,,,,
AEROFLEX.NS,Aeroflex Industries Limited,54335012864.0,96.159256,45.120876,4.27,,,,
TIMEX.NS,Timex Group India Limited,53907300352.0,71.39037,,7.48,,,,
IFBIND.NS,IFB Industries Limited,53736026112.0,37.452694,21.2192,35.41,,,,
SURYAROSNI.NS,Surya Roshni Limited,53679894528.0,18.799541,11.31422,13.12,,,,
IONEXCHANG.NS,Ion Exchange (India) Limited,53523914752.0,36.22296,24.188889,12.02,,,,
GVPIL.NS,GE Power India Limited,53308022784.0,16.530123,,47.97,,,,
ORCHPHARMA.NS,Orchid Pharma Limited,52816338944.0,256.49014,32.44081,4.06,,,,
PURVA.NS,Puravankara Limited,52708888576.0,82.624535,15.989928,2.69,,,,
JAMNAAUTO.NS,Jamna Auto Industries Limited,52698038272.0,22.833622,17.566668,5.77,,,,
RUSTOMJEE.NS,Keystone Realtors Limited,52659814400.0,67.06592,13.9983225,6.22,,,,
SUBROS.NS,Subros Limited,52456067072.0,31.645021,21.272486,25.41,,,,
KISSHT.NS,ONEMI TECHNOLOGY SOL LTD,52339249152.0,32.562893,8.901146,9.54,,,,
OPTIEMUS.NS,Optiemus Infracom Limited,52233261056.0,80.02038,,7.36,,,,
SMARTWORKS.NS,SMARTWORKS COWORKING SP L,52046376960.0,,41.12867,-10.39,,,,
GOLDIAM.NS,Goldiam International Limited,52002426880.0,30.485437,,11.33,,,,
JSFB.NS,Jana Small Finance Bank Limited,51933134848.0,13.717307,7.25,35.94,,,,
SWSOLAR.NS,Sterling and Wilson Renewable Energy Limited,51890561024.0,,12.108447,-12.31,,,,
BALUFORGE.NS,Balu Forge Industries Limited,51625615360.0,18.800253,,23.88,,,,
CRAMC.NS,CANARA ROBECO AMC LIMITED,51619201024.0,25.32779,19.136269,10.22,,,,
GOODLUCK.NS,Goodluck India Limited,51406675968.0,27.548985,16.958334,56.14,,,,
PDSL.NS,PDS Limited,51294171136.0,46.095543,32.5991,7.85,,,,
ENTERO.NS,Entero Healthcare Solutions Limited,51096084480.0,44.43603,21.29319,26.42,,,,
INDIGOPNTS.NS,Indigo Paints Limited,50779348992.0,35.082344,25.511377,30.36,,,,
SHILCTECH.NS,Shilchar Technologies Limited,50495897600.0,31.94774,,138.16,,,,
CARERATING.NS,CARE Ratings Limited,50227482624.0,29.411558,21.347828,56.76,,,,
GULFOILLUB.NS,Gulf Oil Lubricants India Limited,50189836288.0,13.851203,10.057597,73.12,,,,
PTC.NS,PTC India Limited,50049085440.0,8.26393,12.809092,20.46,,,,
ICRA.NS,ICRA Limited,50021670912.0,27.624514,20.023117,188.13,,,,
DATAMATICS.NS,Datamatics Global Services Limited,50004004864.0,25.776966,17.265306,32.82,,,,
NACLIND.NS,NACL Industries Limited,49999237120.0,1016.4286,,0.21,,,,
SHARDAMOTR.NS,Sharda Motor Industries Limited,49976303616.0,14.815351,,58.76,,,,
EMIL.NS,Electronics Mart India Limited,49544101888.0,46.320145,22.936115,2.78,,,,
LGBBROSLTD.NS,L.G. Balakrishnan & Bros Limited,49376358400.0,15.48,13.578947,100.0,,,,
BANSALWIRE.NS,BANSAL WIRE INDUSTRIES L,49111605248.0,30.48591,18.935612,10.29,,,,
NORTHARC.NS,Northern Arc Capital Limited,48750628864.0,12.151491,6.75234,24.82,,,,
PILANIINVS.NS,Pilani Investment and Industries Corporation Limited,48558460928.0,156.23798,,28.07,,,,
THOMASCOOK.NS,Thomas Cook (India) Limited,48518762496.0,21.89339,15.440601,4.69,,,,
LUMAXIND.NS,Lumax Industries Limited,48482013184.0,28.089796,15.985514,184.64,,,,
RPTECH.NS,Rashi Peripherals Limited,48400007168.0,17.826456,,41.2,,,,
VADILALIND.NS,Vadilal Industries Limited,48273465344.0,31.153168,,215.58,,,,
SYMPHONY.NS,Symphony Limited,48032210944.0,,20.511732,-20.56,,,,
HAWKINCOOK.NS,Hawkins Cookers Limited,48018649088.0,36.63023,,247.91,,,,
RENUKA.NS,Shree Renuka Sugars Limited,47614316544.0,,-5.2023253,-3.72,,,,
LXCHEM.NS,Laxmi Organic Industries Limited,47613853696.0,59.84669,26.222898,2.87,,,,
RBA.NS,Restaurant Brands Asia Limited,47315070976.0,,-415.50003,-3.19,,,,
RPGLIFE.NS,RPG Life Sciences Limited,47298277376.0,40.98309,100.06298,69.78,,,,
TEXRAIL.NS,Texmaco Rail & Engineering Limited,46903349248.0,23.81818,15.168421,4.84,,,,
AURIONPRO.NS,Aurionpro Solutions Limited,46790705152.0,21.977438,14.815559,38.56,,,,
RTNPOWER.NS,RattanIndia Power Limited,46773620736.0,87.1,,0.1,,,,
MOSCHIP.NS,MOSCHIP TECHNOLOGIES LTD,46703022080.0,131.92308,,1.82,,,,
MIDWESTLTD.NS,MIDWEST LIMITED,46340083712.0,43.4849,12.650542,29.47,,,,
NETWORK18.NS,Network18 Media & Investments Limited,46334631936.0,,,-0.23,,,,
SUNTECK.NS,Sunteck Realty Limited,46115737600.0,22.528694,13.965579,13.94,,,,
ELECTCAST.NS,Electrosteel Castings Limited,46110384128.0,28.578545,18.6475,2.61,,,,
CYIENTDLM.NS,Cyient DLM Limited,45924212736.0,62.4892,35.415676,9.26,,,,
RALLIS.NS,Rallis India Limited,45494054912.0,24.755556,15.759171,9.45,,,,
RAYMONDREL.NS,Raymond Realty Limited,45474590720.0,15.014283,,45.51,,,,
OSWALPUMPS.NS,OSWAL PUMPS LIMITED,45470855168.0,11.481001,13.309788,34.74,,,,
EPIGRAL.NS,Epigral Limited,45380370432.0,13.661039,9.849251,77.0,,,,
DHANUKA.NS,Dhanuka Agritech Limited,45353988096.0,15.974251,13.070096,63.69,,,,
WEBELSOLAR.NS,Websol Energy System Limited,45278908416.0,14.941261,,6.98,,,,
MHRIL.NS,Mahindra Holidays & Resorts India Limited,45244170240.0,65.40524,16.867668,3.43,,,,
AVANTEL.NS,Avantel Limited,45208043520.0,395.6744,,0.43,,,,
FCL.NS,Fineotex Chemical Limited,45124407296.0,35.550457,27.678572,1.09,,,,
SWARAJENG.NS,Swaraj Engines Limited,45067493376.0,22.93514,20.561531,161.73,,,,
AGI.NS,AGI Greenpac Limited,45042315264.0,12.804856,10.912226,54.37,,,,
CMSINFO.NS,CMS Info Systems Limited,44121477120.0,15.104109,10.809804,18.25,,,,
RAYMONDLSL.NS,Raymond Lifestyle Limited,44114063360.0,95.1774,12.445017,7.61,,,,
RTNINDIA.NS,RattanIndia Enterprises Limited,43912224768.0,,,-1.2,,,,
VAIBHAVGBL.NS,Vaibhav Global Limited,43840405504.0,16.639366,5.4146695,15.75,,,,
PACEDIGITK.NS,Pace Digitek Limited,43597651968.0,13.367307,9.265138,15.11,,,,
INDOSTAR.NS,IndoStar Capital Finance Limited,43541061632.0,29.839426,12.709906,9.03,,,,
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,43538935808.0,31.626865,20.044594,4.69,,,,
BANARISUG.NS,Bannari Amman Sugars Limited,43500220416.0,29.410769,,117.95,,,,
JUNIPER.NS,Juniper Hotels Limited,43456942080.0,30.660912,14.396311,6.37,,,,
QUESS.NS,Quess Corp Limited,43456253952.0,19.605795,14.901409,14.84,,,,
KRISHANA.NS,Krishana Phoschem Limited,43418427392.0,24.090908,,5.83,,,,
ANUP.NS,The Anup Engineering Limited,43394166784.0,39.372955,29.859407,55.02,,,,
WAKEFIT.NS,WAKEFIT INNOVATIONS LTD,43102941184.0,21.681665,27.102081,6.0,,,,
GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,43048726528.0,,6.7690535,-0.35,,,,
KSCL.NS,Kaveri Seed Company Limited,43047870464.0,14.814685,10.323134,56.93,,,,
SHOPERSTOP.NS,Shoppers Stop Limited,43031244800.0,,60.487617,-3.28,,,,
ROLEXRINGS.NS,Rolex Rings Limited,42998677504.0,30.480696,17.840677,5.18,,,,
HIRECT.NS,Hind Rectifiers Limited,42776252416.0,95.218056,,13.07,,,,
SBCL.NS,Shivalik Bimetal Controls Limited,42474455040.0,44.2587,29.494,16.66,,,,
VIPIND.NS,V.I.P. Industries Limited,42253873152.0,,44.175766,-23.8,,,,
AGIIL.NS,AGI Infra Limited,42174119936.0,43.479378,,7.76,,,,
REFEX.NS,Refex Industries Limited,42098925568.0,17.063404,,17.98,,,,
SSWL.NS,Steel Strips Wheels Limited,41875402752.0,19.763176,12.616587,13.47,,,,
MSTCLTD.NS,MSTC Limited,41856319488.0,19.154316,,31.04,,,,
POCL.NS,Pondy Oxides And Chemicals Limited,41739431936.0,31.154634,16.113073,43.91,,,,
SGFIN.NS,SG Finserve Limited,41589628928.0,23.754236,,26.57,,,,
PSPPROJECT.NS,PSP Projects Limited,41477210112.0,74.629105,19.977089,14.02,,,,
UNICHEMLAB.NS,Unichem Laboratories Limited,41472507904.0,16.4218,,35.87,,,,
AYE.NS,AYE FINANCE LIMITED,41114042368.0,17.512499,9.186886,9.6,,,,
BAJAJHIND.NS,Bajaj Hindusthan Sugar Limited,40978321408.0,20.209301,,0.86,,,,
ZOTA.NS,Zota Health Care Limited,40939982848.0,,,-22.41,,,,
MANINFRA.NS,Man Infraconstruction Limited,40883343360.0,19.97633,,5.07,,,,
VISHNU.NS,Vishnu Chemicals Limited,40776228864.0,28.654211,17.356733,21.14,,,,
VRLLOG.NS,VRL Logistics Limited,40578383872.0,17.11882,14.885138,13.55,,,,
LASERPOWER.NS,LASER POWER & INFRA LTD,40518725632.0,26.727777,,10.8,,,,
ELLEN.NS,ELLENBARRIE INDUS GASES L,40483749888.0,38.147408,23.9375,7.53,,,,
